Object ID,Asset ID,Map Label,Asset Name,Asset Type,Asset Subtype,Quantity,Functional Area ID,Property ID,Facility ID,Floor ID,Geom
2551,152235,Trash Can,Upper Reservoir Picnic Area Trash Can,Trash Can,,7,452,28,89423,,"(37.7216922949, -122.420339912)"
2552,152235,Trash Can,Upper Reservoir Picnic Area Trash Can,Trash Can,,7,452,28,89423,,"(37.7216909178, -122.420323273)"
2553,152235,Trash Can,Upper Reservoir Picnic Area Trash Can,Trash Can,,7,452,28,89423,,"(37.721691256, -122.420302527)"
2555,152236,Trash Can,Upper Reservoir Parking Lot Trash Can,Trash Can,,1,401,28,385,,"(37.7219620712, -122.423191708)"
2556,152237,Trash Can,West Asphalt Pathway Trash Cans,Trash Can,,1,57213,28,57204,,"(37.7231149338, -122.424464516)"
2572,152235,Trash Can,Upper Reservoir Picnic Area Trash Can,Trash Can,,7,452,28,89423,,"(37.721620549, -122.422180953)"
2594,151256,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,3,19125,48,12373,,"(37.734471557, -122.376092144)"
2595,151256,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,3,19125,48,12373,,"(37.7337173473, -122.376293038)"
2596,151256,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,3,19125,48,12373,,"(37.7337507125, -122.37628175)"
2600,150551,Trash Can,Turf Trash Cans,Trash Can,,3,11973,37,11856,,"(37.7472220949, -122.410835367)"
2605,150552,Trash Can,Picnic Area Trash Cans,Trash Can,,3,12690,37,12687,,"(37.7470636583, -122.410814932)"
2606,150552,Trash Can,Picnic Area Trash Cans,Trash Can,,3,12690,37,12687,,"(37.7470536777, -122.410807405)"
2607,150552,Trash Can,Picnic Area Trash Cans,Trash Can,,3,12690,37,12687,,"(37.7470429893, -122.41079895)"
2615,150553,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,12689,37,12686,,"(37.746944475, -122.411578023)"
2621,150551,Trash Can,Turf Trash Cans,Trash Can,,3,11973,37,11856,,"(37.7468942721, -122.412403779)"
2630,150553,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,12689,37,12686,,"(37.7468711339, -122.413411888)"
2631,150553,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,12689,37,12686,,"(37.7468737956, -122.413398435)"
2647,146837,Trash Can,Turf Trash Cans,Trash Can,,1,201,108,261,,"(37.7855005233, -122.442440674)"
2664,146848,Trash Can,Shrubbery Trash Cans,Trash Can,,1,207,127,267,,"(37.7865951722, -122.432329724)"
2665,146847,Trash Can,Non-Landscaped Greenspace Trash Can,Trash Can,,1,98985,127,98984,,"(37.7863428153, -122.432258707)"
2668,148234,Trash Can,Mulch Pathway Trash Cans,Trash Can,,1,57244,202,57243,,"(37.7624873522, -122.406103669)"
2669,149057,Trash Can,Corwin Community Garden Trash Cans,Trash Can,,1,12711,73,12710,,"(37.7573640595, -122.440194014)"
2678,143949,Trash Can,Asphalt Path Trash Cans,Trash Can,,1,56403,203,56402,,"(37.7964875513, -122.417497076)"
2681,152317,Trash Can,Children's Play Area Trash Can,Trash Can,,1,601,27,527,,"(37.7127242399, -122.408987268)"
2686,144472,Trash Can,Softball Field Trash Cans,Trash Can,,3,35,166,20,,"(37.7913142993, -122.452232296)"
2687,144472,Trash Can,Softball Field Trash Cans,Trash Can,,3,35,166,20,,"(37.7913043527, -122.45222815)"
2688,144472,Trash Can,Softball Field Trash Cans,Trash Can,,3,35,166,20,,"(37.7912905711, -122.452222933)"
2697,144464,Trash Can,Picnic Area Trash Cans,Trash Can,,2,12592,166,12591,,"(37.7912618067, -122.453640665)"
2698,144464,Trash Can,Picnic Area Trash Cans,Trash Can,,2,12592,166,12591,,"(37.7912717895, -122.453639961)"
2701,144465,Trash Can,Children's Play Area Trash Cans,Trash Can,,2,545,166,479,,"(37.791150074, -122.453932958)"
2702,144465,Trash Can,Children's Play Area Trash Cans,Trash Can,,2,545,166,479,,"(37.7909557173, -122.453876135)"
2705,144466,Trash Can,Tennis Court 4 Trash Cans,Trash Can,,1,775,166,634,,"(37.7911529938, -122.454221028)"
2706,144467,Trash Can,Basketball Court Trash Cans,Trash Can,,1,104,166,70,,"(37.7912852056, -122.454325054)"
2708,144468,Trash Can,Tennis Court 2 Trash Cans,Trash Can,,1,773,166,634,,"(37.7913326893, -122.454554928)"
2711,149676,Trash Can,Children's Play Area Trash Cans,Trash Can,,1,474,62,429,,"(37.7590241115, -122.418358201)"
2717,149677,Trash Can,DG Pathways Trash Cans,Trash Can,,2,12402,62,12401,,"(37.7589944559, -122.418204327)"
2723,149677,Trash Can,DG Pathways Trash Cans,Trash Can,,2,12402,62,12401,,"(37.7588685479, -122.418230713)"
2727,150480,Trash Can,Concrete Pathway Trash Cans,Trash Can,,5,18472,187,18471,,"(37.7545845268, -122.41337355)"
2737,150480,Trash Can,Concrete Pathway Trash Cans,Trash Can,,5,18472,187,18471,,"(37.754537849, -122.413527642)"
2740,150483,Trash Can,Children's Play Area Trash Cans,Trash Can,,1,571,187,502,,"(37.7544629291, -122.413783486)"
2756,150480,Trash Can,Concrete Pathway Trash Cans,Trash Can,,5,18472,187,18471,,"(37.7543094587, -122.413707007)"
2758,150500,Trash Can,Ramp Trash Can,Trash Can,,1,85622,187,18471,,"(37.754243905, -122.414026879)"
2759,150480,Trash Can,Concrete Pathway Trash Cans,Trash Can,,5,18472,187,18471,,"(37.7542824787, -122.413830393)"
2760,150480,Trash Can,Concrete Pathway Trash Cans,Trash Can,,5,18472,187,18471,,"(37.7542823227, -122.413840001)"
2765,150392,Trash Can,Shrubbery Trash Cans,Trash Can,,1,83796,23,283,,"(37.7492260792, -122.422408239)"
2769,150393,Trash Can,Concrete Pathway Trash Cans,Trash Can,,1,18460,23,18459,,"(37.7497173232, -122.42176614)"
2772,145417,Trash Can,Children's Play Area Trash Cans,Trash Can,,1,609,170,533,,"(37.795909491, -122.410456092)"
2774,145418,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,,2,12780,170,12778,,"(37.7958101445, -122.410459791)"
2785,145418,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,,2,12780,170,12778,,"(37.7958738844, -122.410421864)"
2788,145419,Trash Can,Perennial Bed Trash Cans,Trash Can,,2,325,170,307,,"(37.7959786096, -122.410275402)"
2791,145419,Trash Can,Perennial Bed Trash Cans,Trash Can,,2,325,170,307,,"(37.7959629284, -122.410375095)"
2797,147558,Trash Can,Perennial Bed Trash Cans,Trash Can,,3,83167,55,11755,,"(37.765520536, -122.410170579)"
2798,147558,Trash Can,Perennial Bed Trash Cans,Trash Can,,3,83167,55,11755,,"(37.7655436847, -122.409788933)"
2799,147559,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,2,12488,55,11756,,"(37.7654458555, -122.409779494)"
2800,148044,Trash Can,Turf Trash Cans,Trash Can,,7,11934,55,11755,,"(37.7654989179, -122.409301493)"
2801,148044,Trash Can,Turf Trash Cans,Trash Can,,7,11934,55,11755,,"(37.7654397229, -122.409289998)"
2802,147559,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,2,12488,55,11756,,"(37.7654530188, -122.408809774)"
2803,148044,Trash Can,Turf Trash Cans,Trash Can,,7,11934,55,11755,,"(37.7650044413, -122.40866794)"
2804,148044,Trash Can,Turf Trash Cans,Trash Can,,7,11934,55,11755,,"(37.7648036808, -122.408842303)"
2805,148044,Trash Can,Turf Trash Cans,Trash Can,,7,11934,55,11755,,"(37.7647979174, -122.409258745)"
2806,148044,Trash Can,Turf Trash Cans,Trash Can,,7,11934,55,11755,,"(37.7648084312, -122.409082243)"
2807,148044,Trash Can,Turf Trash Cans,Trash Can,,7,11934,55,11755,,"(37.7647041479, -122.408754972)"
2811,148073,Trash Can,Picnic Area Trash Cans,Trash Can,,2,436,55,411,,"(37.7646039766, -122.409688426)"
2812,148073,Trash Can,Picnic Area Trash Cans,Trash Can,,2,436,55,411,,"(37.7645846069, -122.409538443)"
2816,147558,Trash Can,Perennial Bed Trash Cans,Trash Can,,3,83167,55,11755,,"(37.7654261573, -122.410343615)"
2817,148231,Trash Can,Multi-Use Paved Play Areas Trash Cans,Trash Can,,3,85913,168,85912,,"(37.7849311863, -122.415504773)"
2819,148231,Trash Can,Multi-Use Paved Play Areas Trash Cans,Trash Can,,3,85913,168,85912,,"(37.7847297107, -122.415397151)"
2820,148231,Trash Can,Multi-Use Paved Play Areas Trash Cans,Trash Can,,3,85913,168,85912,,"(37.7847763432, -122.415091077)"
2821,148232,Trash Can,Preschool Children's Play Area Trash Cans,Trash Can,,2,534,192,473,,"(37.7828165285, -122.415905587)"
2822,148232,Trash Can,Preschool Children's Play Area Trash Cans,Trash Can,,2,534,192,473,,"(37.7826918922, -122.415902371)"
2823,148173,Trash Can,Children's Play Area Trash Cans,Trash Can,,2,587,123,515,,"(37.7855174301, -122.418151328)"
2825,148173,Trash Can,Children's Play Area Trash Cans,Trash Can,,2,587,123,515,,"(37.7852765465, -122.418206362)"
2826,148174,Trash Can,Perennial Bed Trash Cans,Trash Can,,2,11936,123,11776,,"(37.7853811437, -122.41808558)"
2827,148174,Trash Can,Perennial Bed Trash Cans,Trash Can,,2,11936,123,11776,,"(37.7854188602, -122.418091415)"
2828,148219,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,12729,57,12728,,"(37.7786025695, -122.406517676)"
2829,148220,Trash Can,Perennial Bed Trash Cans,Trash Can,,1,85740,57,302,,"(37.7786281966, -122.406365302)"
2831,148219,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,12729,57,12728,,"(37.7785440591, -122.40611829)"
2832,148221,Trash Can,Turf Trash Cans,Trash Can,,1,314,57,302,,"(37.7783216819, -122.406244973)"
2833,148219,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,12729,57,12728,,"(37.7785909962, -122.406010593)"
2835,148229,Trash Can,Turf Trash Cans,Trash Can,,13,11937,56,11777,,"(37.7820373371, -122.393461404)"
2836,148229,Trash Can,Turf Trash Cans,Trash Can,,13,11937,56,11777,,"(37.7819276986, -122.393617219)"
2837,148229,Trash Can,Turf Trash Cans,Trash Can,,13,11937,56,11777,,"(37.7818071601, -122.393784568)"
2839,148229,Trash Can,Turf Trash Cans,Trash Can,,13,11937,56,11777,,"(37.7817119203, -122.393960998)"
2841,148229,Trash Can,Turf Trash Cans,Trash Can,,13,11937,56,11777,,"(37.7816303418, -122.394013054)"
2842,148229,Trash Can,Turf Trash Cans,Trash Can,,13,11937,56,11777,,"(37.7815929641, -122.394138706)"
2843,148229,Trash Can,Turf Trash Cans,Trash Can,,13,11937,56,11777,,"(37.7815887142, -122.393794184)"
2844,148229,Trash Can,Turf Trash Cans,Trash Can,,13,11937,56,11777,,"(37.7814682306, -122.393958158)"
2845,148229,Trash Can,Turf Trash Cans,Trash Can,,13,11937,56,11777,,"(37.7814054866, -122.394029113)"
2852,148229,Trash Can,Turf Trash Cans,Trash Can,,13,11937,56,11777,,"(37.7814190141, -122.394270748)"
2853,148229,Trash Can,Turf Trash Cans,Trash Can,,13,11937,56,11777,,"(37.7813448298, -122.394386969)"
2854,148229,Trash Can,Turf Trash Cans,Trash Can,,13,11937,56,11777,,"(37.7812586238, -122.394501197)"
2855,148229,Trash Can,Turf Trash Cans,Trash Can,,13,11937,56,11777,,"(37.7811505009, -122.394562558)"
2858,147467,Trash Can,Brick Pathway Trash Cans,Trash Can,,10,18488,134,18487,,"(37.7847139253, -122.411690325)"
2859,147467,Trash Can,Brick Pathway Trash Cans,Trash Can,,10,18488,134,18487,,"(37.7846200454, -122.411779499)"
2861,147467,Trash Can,Brick Pathway Trash Cans,Trash Can,,10,18488,134,18487,,"(37.7843323638, -122.412087572)"
2862,147467,Trash Can,Brick Pathway Trash Cans,Trash Can,,10,18488,134,18487,,"(37.7842662367, -122.412180852)"
2863,147467,Trash Can,Brick Pathway Trash Cans,Trash Can,,10,18488,134,18487,,"(37.7843785317, -122.412173566)"
2864,147467,Trash Can,Brick Pathway Trash Cans,Trash Can,,10,18488,134,18487,,"(37.7842875418, -122.412361189)"
2865,147467,Trash Can,Brick Pathway Trash Cans,Trash Can,,10,18488,134,18487,,"(37.784241976, -122.412348708)"
2866,147467,Trash Can,Brick Pathway Trash Cans,Trash Can,,10,18488,134,18487,,"(37.7842320736, -122.412295308)"
2867,147467,Trash Can,Brick Pathway Trash Cans,Trash Can,,10,18488,134,18487,,"(37.7841495429, -122.412403996)"
2868,147467,Trash Can,Brick Pathway Trash Cans,Trash Can,,10,18488,134,18487,,"(37.7841918344, -122.412286358)"
2870,147483,Trash Can,Concrete Pathway Trash Cans,Trash Can,,2,12587,118,12586,,"(37.7786900158, -122.418042397)"
2871,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7790471974, -122.418135966)"
2872,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7791366312, -122.417815906)"
2873,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7787726925, -122.417679034)"
2874,147487,Trash Can,DG Paths Trash Cans,Trash Can,,2,83747,118,12586,,"(37.7788887413, -122.417164037)"
2875,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7791835386, -122.417288647)"
2877,147487,Trash Can,DG Paths Trash Cans,Trash Can,,2,83747,118,12586,,"(37.7791916472, -122.417065786)"
2878,147483,Trash Can,Concrete Pathway Trash Cans,Trash Can,,2,12587,118,12586,,"(37.7792509977, -122.416934488)"
2881,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7792781452, -122.418032256)"
2882,147491,Trash Can,Turf Trash Cans,Trash Can,,3,83745,118,263,,"(37.7793689881, -122.417604439)"
2883,147491,Trash Can,Turf Trash Cans,Trash Can,,3,83745,118,263,,"(37.7793372177, -122.417287477)"
2884,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7795681125, -122.418089529)"
2885,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7795788624, -122.417624833)"
2886,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7797128645, -122.418250965)"
2887,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.780098842, -122.418323296)"
2888,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7801241072, -122.418097774)"
2889,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7797494985, -122.417949825)"
2890,152363,Trash Can,Turf Trash Can,Trash Can,,3,11943,10,11841,,"(37.7266264544, -122.500790826)"
2891,152363,Trash Can,Turf Trash Can,Trash Can,,3,11943,10,11841,,"(37.7266092194, -122.500818505)"
2892,152363,Trash Can,Turf Trash Can,Trash Can,,3,11943,10,11841,,"(37.7266315618, -122.500819107)"
2901,152364,Trash Can,Asphalt Pathway Trash Can,Trash Can,,3,89462,10,36243,,"(37.7254831977, -122.499669402)"
2902,152364,Trash Can,Asphalt Pathway Trash Can,Trash Can,,3,89462,10,36243,,"(37.7254933148, -122.499655979)"
2914,149838,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,,1,56588,191,56585,,"(37.7641993863, -122.420258579)"
2929,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7800968177, -122.417987971)"
2930,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7801172703, -122.417638647)"
2931,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7799111281, -122.417350336)"
2933,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7799286828, -122.417440223)"
2934,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7801363898, -122.417825233)"
2935,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7798804439, -122.417140223)"
2936,147486,Trash Can,Hardscaped Area Trash Cans,Trash Can,,19,138228,118,12586,,"(37.7801241135, -122.417389288)"
2937,147491,Trash Can,Turf Trash Cans,Trash Can,,3,83745,118,263,,"(37.7796625152, -122.417174706)"
2939,153529,Trash Can,Concrete Pathway Trash Can,Trash Can,,2,55258,25,55254,,"(37.7095537495, -122.446684478)"
2967,145402,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,,3,138208,130,56411,,"(37.7959347066, -122.420474612)"
2973,145402,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,,3,138208,130,56411,,"(37.7957081616, -122.420710688)"
2974,145402,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,,3,138208,130,56411,,"(37.7959147198, -122.420844476)"
2977,145406,Trash Can,Tennis Court Trash Cans,Trash Can,,1,754,130,671,,"(37.7957865801, -122.420953773)"
2984,153554,Trash Can,Asphalt Pathway Trash Can,Trash Can,,7,90251,163,89828,,"(37.737995147, -122.506780447)"
2985,153554,Trash Can,Asphalt Pathway Trash Can,Trash Can,,7,90251,163,89828,,"(37.7417086823, -122.507311406)"
2987,153554,Trash Can,Asphalt Pathway Trash Can,Trash Can,,7,90251,163,89828,,"(37.7454276246, -122.507744892)"
2989,153554,Trash Can,Asphalt Pathway Trash Can,Trash Can,,7,90251,163,89828,,"(37.7491544832, -122.508232407)"
2991,153554,Trash Can,Asphalt Pathway Trash Can,Trash Can,,7,90251,163,89828,,"(37.7528810731, -122.508746377)"
2993,153554,Trash Can,Asphalt Pathway Trash Can,Trash Can,,7,90251,163,89828,,"(37.7565981731, -122.509210527)"
2995,153554,Trash Can,Asphalt Pathway Trash Can,Trash Can,,7,90251,163,89828,,"(37.7603049852, -122.50973486)"
2998,149389,Trash Can,Pro Shop Trash Can,Trash Can,,3,96137,756665,179,,"(37.7698415373, -122.459610417)"
2999,149389,Trash Can,Pro Shop Trash Can,Trash Can,,3,96137,756665,179,,"(37.7698584816, -122.459675014)"
3000,149389,Trash Can,Pro Shop Trash Can,Trash Can,,3,96137,756665,179,,"(37.769959569, -122.459626361)"
3001,149385,Trash Can,Tennis Court Trash Can,Trash Can,,9,96126,756665,625,,"(37.7700032835, -122.459541651)"
3002,149385,Trash Can,Tennis Court Trash Can,Trash Can,,9,96126,756665,625,,"(37.7700574757, -122.458590692)"
3003,149385,Trash Can,Tennis Court Trash Can,Trash Can,,9,96126,756665,625,,"(37.7704080859, -122.458612768)"
3004,149385,Trash Can,Tennis Court Trash Can,Trash Can,,9,96126,756665,625,,"(37.7703468782, -122.459561573)"
3005,149385,Trash Can,Tennis Court Trash Can,Trash Can,,9,96126,756665,625,,"(37.7705514056, -122.459039944)"
3006,149385,Trash Can,Tennis Court Trash Can,Trash Can,,9,96126,756665,625,,"(37.7707748788, -122.458126379)"
3008,149388,Trash Can,Tennis Court Trash Can,Trash Can,,1,96132,756665,96129,,"(37.7705561982, -122.459264228)"
3010,149385,Trash Can,Tennis Court Trash Can,Trash Can,,9,96126,756665,625,,"(37.7706134745, -122.458563133)"
3046,144961,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,1,74043,148,12627,,"(37.8011891031, -122.416902462)"
3047,144963,Trash Can,Basketball Half-Court Trash Cans,Trash Can,,1,114,148,78,,"(37.8011026728, -122.416689573)"
3049,144962,Trash Can,DG Pathway Trash Cans,Trash Can,,2,12629,148,12627,,"(37.8010712482, -122.417089942)"
3052,144962,Trash Can,DG Pathway Trash Cans,Trash Can,,2,12629,148,12627,,"(37.800923581, -122.417051515)"
3057,151166,Trash Can,Synthetic Field Soccer/Football Trash Cans,Trash Can,,3,68,45,40,,"(37.7391589976, -122.385600479)"
3058,151166,Trash Can,Synthetic Field Soccer/Football Trash Cans,Trash Can,,3,68,45,40,,"(37.7391004945, -122.385495655)"
3059,151166,Trash Can,Synthetic Field Soccer/Football Trash Cans,Trash Can,,3,68,45,40,,"(37.7389958795, -122.385309288)"
3065,151168,Trash Can,Tot's Play Area Trash Cans,Trash Can,,1,611,45,534,,"(37.7380282417, -122.384237591)"
3066,151169,Trash Can,Children's Play Area Trash Cans,Trash Can,,1,611,45,534,,"(37.7381645079, -122.384041261)"
3073,151171,Trash Can,Picnic Area Trash Cans,Trash Can,,1,100911,45,100910,,"(37.7383474988, -122.384002269)"
3076,151170,Trash Can,Concrete Pathway Trash Cans,Trash Can,,1,18500,45,18499,,"(37.7384096503, -122.38376502)"
3082,143277,Trash Can,Adam Rodgers Trash Cans,Trash Can,,1,428,46,405,,"(37.7309532196, -122.383967667)"
3086,143278,Trash Can,Adam Rodgers Lawn Trash Cans,Trash Can,,2,55192,46,55190,,"(37.7308417727, -122.383735379)"
3087,143278,Trash Can,Adam Rodgers Lawn Trash Cans,Trash Can,,2,55192,46,55190,,"(37.7305260276, -122.383588714)"
3106,144951,Trash Can,Turf Trash Cans,Trash Can,,3,329,112,308,,"(37.8068415072, -122.44677105)"
3110,144951,Trash Can,Turf Trash Cans,Trash Can,,3,329,112,308,,"(37.8069470927, -122.44635571)"
3113,144951,Trash Can,Turf Trash Cans,Trash Can,,3,329,112,308,,"(37.8071693745, -122.445503949)"
3166,152238,Trash Can,Sunnydale/Mansell Picnic Area Trash Can,Trash Can,,1,89822,28,89423,,"(37.7172304545, -122.425439077)"
3168,152244,Trash Can,West Turf Trash Cans,Trash Can,,1,89787,28,89782,,"(37.7175673089, -122.425766114)"
3174,152245,Trash Can,Wilde Reservoir Picnic Area Trash Can,Trash Can,,1,455,28,89423,,"(37.7190388892, -122.409125264)"
3183,152246,Trash Can,East Turf Trash Can,Trash Can,,3,11886,28,89781,,"(37.7185663894, -122.410180873)"
3184,152246,Trash Can,East Turf Trash Can,Trash Can,,3,11886,28,89781,,"(37.7184953828, -122.410460629)"
3193,152256,Trash Can,Wilde Reservoir Picnic Area 2 Trash Can,Trash Can,,2,454,28,89423,,"(37.7185171785, -122.411198342)"
3194,152256,Trash Can,Wilde Reservoir Picnic Area 2 Trash Can,Trash Can,,2,454,28,89423,,"(37.7185071929, -122.41109847)"
3205,152264,Trash Can,Natural Area Trash Can,Trash Can,,1,12581,28,12579,,"(37.7179905648, -122.412346707)"
3208,152257,Trash Can,West Non-Landscaped Greenspace Trash Can,Trash Can,,1,89814,28,89812,,"(37.7173467589, -122.424294133)"
3216,152258,Trash Can,Mansell Tennis Courts Picnic Area Trash Can,Trash Can,,2,451,28,89423,,"(37.7200225242, -122.412828229)"
3217,152258,Trash Can,Mansell Tennis Courts Picnic Area Trash Can,Trash Can,,2,451,28,89423,,"(37.720092887, -122.412661187)"
3224,152246,Trash Can,East Turf Trash Can,Trash Can,,3,11886,28,89781,,"(37.7195705103, -122.413510882)"
3226,143522,Trash Can,Concrete Path Trash Cans,Trash Can,,5,89522,103,56168,,"(37.7855363173, -122.499843389)"
3227,143522,Trash Can,Concrete Path Trash Cans,Trash Can,,5,89522,103,56168,,"(37.7856098532, -122.499630319)"
3229,143522,Trash Can,Concrete Path Trash Cans,Trash Can,,5,89522,103,56168,,"(37.7856618726, -122.499134359)"
3230,143522,Trash Can,Concrete Path Trash Cans,Trash Can,,5,89522,103,56168,,"(37.7852823646, -122.499256771)"
3231,143522,Trash Can,Concrete Path Trash Cans,Trash Can,,5,89522,103,56168,,"(37.7850695645, -122.49939125)"
3234,152365,Trash Can,DG Pathway Trash Can,Trash Can,,5,89463,10,36243,,"(37.7122954786, -122.489090784)"
3235,152365,Trash Can,DG Pathway Trash Can,Trash Can,,5,89463,10,36243,,"(37.7124709644, -122.488741001)"
3239,152365,Trash Can,DG Pathway Trash Can,Trash Can,,5,89463,10,36243,,"(37.7085125971, -122.486136219)"
3243,152365,Trash Can,DG Pathway Trash Can,Trash Can,,5,89463,10,36243,,"(37.7131422845, -122.486009345)"
3245,152365,Trash Can,DG Pathway Trash Can,Trash Can,,5,89463,10,36243,,"(37.7127455745, -122.485700828)"
3258,152366,Trash Can,Boathouse Picnic Area Trash Can,Trash Can,,7,89826,10,89516,,"(37.7267314304, -122.500162199)"
3259,152366,Trash Can,Boathouse Picnic Area Trash Can,Trash Can,,7,89826,10,89516,,"(37.7267220417, -122.500344874)"
3260,152366,Trash Can,Boathouse Picnic Area Trash Can,Trash Can,,7,89826,10,89516,,"(37.726713998, -122.499872386)"
3261,152366,Trash Can,Boathouse Picnic Area Trash Can,Trash Can,,7,89826,10,89516,,"(37.7266799049, -122.499658641)"
3262,152366,Trash Can,Boathouse Picnic Area Trash Can,Trash Can,,7,89826,10,89516,,"(37.7266064441, -122.499459665)"
3263,152366,Trash Can,Boathouse Picnic Area Trash Can,Trash Can,,7,89826,10,89516,,"(37.7264129555, -122.499171274)"
3264,152366,Trash Can,Boathouse Picnic Area Trash Can,Trash Can,,7,89826,10,89516,,"(37.726203279, -122.499013488)"
3265,152364,Trash Can,Asphalt Pathway Trash Can,Trash Can,,3,89462,10,36243,,"(37.7266508192, -122.500590085)"
3293,150590,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,4,57246,15,57245,,"(37.7142433293, -122.450064574)"
3294,150590,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,4,57246,15,57245,,"(37.714234682, -122.450054171)"
3295,150590,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,4,57246,15,57245,,"(37.7142245664, -122.450043729)"
3296,150590,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,4,57246,15,57245,,"(37.7142159345, -122.450032401)"
3305,151199,Trash Can,Soccer - Trash Cans,Trash Can,,,1257151,164,11638,,"(37.7144308377, -122.429050263)"
3307,151200,Trash Can,Turf - Trash Cans,Trash Can,,4,11901,164,11831,,"(37.7140622848, -122.429869637)"
3308,151200,Trash Can,Turf - Trash Cans,Trash Can,,4,11901,164,11831,,"(37.7136311746, -122.430009088)"
3309,151200,Trash Can,Turf - Trash Cans,Trash Can,,4,11901,164,11831,,"(37.7133148041, -122.430145239)"
3312,151200,Trash Can,Turf - Trash Cans,Trash Can,,4,11901,164,11831,,"(37.7131242174, -122.428081528)"
3313,151200,Trash Can,Turf - Trash Cans,Trash Can,,4,11901,164,11831,,"(37.713199494, -122.428052097)"
3318,151200,Trash Can,Turf - Trash Cans,Trash Can,,4,11901,164,11831,,"(37.7139860234, -122.427827702)"
3319,151200,Trash Can,Turf - Trash Cans,Trash Can,,4,11901,164,11831,,"(37.7142332286, -122.427652086)"
3320,151203,Trash Can,Skatepark - Trash Cans,Trash Can,,3,12888,164,11748,,"(37.7137452235, -122.42767229)"
3321,151203,Trash Can,Skatepark - Trash Cans,Trash Can,,3,12888,164,11748,,"(37.713757271, -122.42767092)"
3322,151203,Trash Can,Skatepark - Trash Cans,Trash Can,,3,12888,164,11748,,"(37.7137707095, -122.427666223)"
3324,151200,Trash Can,Turf - Trash Cans,Trash Can,,4,11901,164,11831,,"(37.7144334283, -122.428727897)"
3325,151200,Trash Can,Turf - Trash Cans,Trash Can,,4,11901,164,11831,,"(37.7143523146, -122.42837763)"
3326,151200,Trash Can,Turf - Trash Cans,Trash Can,,4,11901,164,11831,,"(37.7136402795, -122.427879809)"
3327,151200,Trash Can,Turf - Trash Cans,Trash Can,,4,11901,164,11831,,"(37.7130826028, -122.428073904)"
3360,151182,Picnic Table,Spreckels Lake Picnic Table,Trash Can,,1,97410,756669,12865,,"(37.7716682573, -122.494941862)"
3361,151177,Trash Can,Spreckels Lake Trash Can,Trash Can,,1,97410,756669,12865,,"(37.7716809874, -122.49489414)"
3364,151175,Trash Can,Spreckels Lake Trash Can,Trash Can,,1,97411,756669,12865,,"(37.7709488406, -122.495604436)"
